	text	is_hate
566	DuetschGirlTX, No I live in a tiny ass town where i am only one of 100 white folks ( maybe less ) . near San Antonio. there are so many dirts around and they all stick together. so when it comes to a White Girl in this town i gotta have my own back ALWAYS Is that where you are ?	1
567	Marxist America at it again .	0
568	This film makes my soul ache seeing man 's inhumanity to man in live color .	0
569	I 'm thinking he would look slightly out of place in the ghetto , but hey that 's just my opinion .	0
570	It is very hard for average Whites to see their own disenfranchisement , let alone realize that it is planned .	0
571	Yep That Is a great Movie But My favorite Is Утомленные солнцем I was actualy wacing it yesturday A verry verry Powerful Film 2508	0
572	NO!	0
573	People who utter such garbage such get a brain transplant .	0
574	You wo n't see any of them in a thread like this who do n't come just to take a cheap shot at us via strawman arguments or ad hominems .	0
575	hello, I 'm from Rome ...	0
576	I would never homeschool my kids , or send them to public schools .	0
577	I find this news to be astonishing .	0
578	Yet  get all their friends to jump in ?	0
579	http://www.youtube.com/watch?v=zhItDmRiULg one Croatian neo-pagan/slavic song for ya folks , hope you like it ...	0
580	The snake should be chased out again !	0
581	Guess who picked Canada 's first batch of refugees from Turkey ?	0
582	YouTube - Dmitri Hvorostovsky - Eugene Onegin - Onegin \ \ \ ' s Act I aria Renee Fleming and Dmitri Hvorostovsk - Lippen Schweigen ( Lehar , `` Die Lustige Witwe '' ) YouTube - Lippen Schweigen - Hvorostovsky & Fleming `` Offtop '' bonuses : Hvorostovsky - `` Troika '' YouTube - Hvorostovsky - Troika Dmitri Hvorostovsky - `` Temnaya Noch '' YouTube - Temnaya Noch Dmitri Hvorostovsky - `` Little Bell '' YouTube - Hvorostovsky - Little Bell Dmitri Hvorostovsky - `` Moscow Nights '' YouTube - Dmitri Hvorostovsky Moscow Nights	0
583	Some anime is definitely an acquired taste ; kind of like watching those old kung fu movies ... the campiness becomes the attraction .	0
584	"""....she was a Gypsie woman ..... "" , i like  Sabbath but i dont like Gypsies ."	0
585	You are exactly right .	0
586	It 's a well built hard cover with nice thick pages if anyone is interested .	0
587	http://www.wnd.com/index.php ? fa = PAGE.view & pageId = 100806	0
588	This looks really good Peachy .	0
589	Our Polish-American reader stands with Donetsk !	0
590	Melinda Allen 's mother discovered the bodies of her daughter and grandson at the family 's home at 2103 Maple Ave Police : Mother , Son Stabbed , Cut To Death - News Story - WTOV Steubenville video UPDATE : W. V. murder suspect dead in Susq .	0
591	They always have anti-racism campaigns and multikulti propaganda .	0
592	Like dressing up as an Amerindian in kindergarden .	0
593	Now that would be an awesome White National School that everyone in the world can attend .	0
594	Yep same here , i have my wife here and we have 2 kids a 2 year old and a 1 month old .	0
595	It 's a pretty powerful documentary that blew me away .	0
596	Are you suggesting they should n't appreciate this ?	0
597	This has been going on since the sports bring in so much money .	0
598	I grew up in a neighborhood called Transcona it was always white until the last 15 20 years .	0
599	It always cracked me up to see middle-aged `` Skinheads '' hobbling around with their pantlegs rolled up and suspenders hanging down .	0
600	Please do n't use the fallacy of authority either .	0
601	She was tortured and mutilated .	0
602	I simply go over their research and then regurgitate the info .	0
603	Southern Missouri is very pretty .	0
604	-Nordenwulf	0
605	There were never more than a few hundred people attending this parade , many of them non-Romanian gays arrived from Western Europe .	0
606	When I was about her age I had a a close Swedish female friend whose Swedish family and friends I also met , all of them looked far better than this contestant .	0
607	You may aswell start up a party called British Racist Party , the word fascist is deemed as bad if not worse .	0
608	14/88	0
609	https : //s3.amazonaws.com/ksr/assets/ ... jpg ? 1365024003	0
610	We need to deport all nonwhites immediately , that or stop letting more in and sterilize the ones here , that will fix the problem .	1
611	We've had a couple of similar cases in Finland , when a nig purposefully tried to give dozens of Finnish women hiv/aids .	1
612	Video Shows How s Beat a 20-Foot Fence on California Border - True Crime Report	0
613	2508	0
614	The other day I gled 72 shot Chicago and NO mainstream media listing came up--just smaller outlets and blogs .	0
615	im sorry about being a bitch.i was just hurt.hope you find your talk with someone.ifyouwant to talk to someone who is trying to get their degrees pm me on sf or im me on aol aryan14words@aol.com or yahoo whiteqt242002 christy88	0
616	Where are there Morals ?	0
617	There 's no effin way I would send a child to public school .	0
618	Funny they had to go to 2006 to find anti-PLE sentiment for a 2011 news story.How was that a current news topic , lol ?	0
619	Still , i prefer natives over every other non-white but Japanese and Koreans .	0
620	Can we have a warning before pictures like that are posted on here please ?	0
621	I dont get why having 3 kids is such a burden for white people .	0
622	The Third Reich was the only one in the world of white racial state .	0
623	A pile of burned offerings .	0
624	So it looks like the  have lost even that one LOL Diablo	1
625	The deer are so abundant that they wander into town all the time to munch on lawns .	0
626	I would probably vote for him if he was on the ballot .	0
627	Please contribute and/or donate .	0
628	What alternative do you have other than kill the  policeman and every  cop you can until they get you .	1
629	Making them up a history because they have none ?	0
630	More like 1100 max	0
631	well what about WWI and the Armenian Genocide which the following video says was instigated by International ish cabal : http://www.youtube.com/watch ? v = ttjNZ ... eature = related	0
632	It's probably a combination of the sexual tastes of s ( toward the adolescent ) in the agency , and the racial agenda of liberals in the agency .	1
633	He is a pathetic little chimp .	1
634	I think VHS tapes are available at Amazon .	0
635	They can be blue , green , or grey at different times .	0
636	+3 3 related images One of Savannah 's Most Wanted Captured 2nd Marine in charged in Las Maracas shooting WNCT - George Crocker - 52 minutes ago 21 year old Erwin Rodriguez , Jr. of Camp Lejeune is charged with one count of Assault with a Deadly Weapon with Intent to Kill Inflicting Serious Injury by ...	0
637	I have no idea if it is an accurate description of what could happen or not ?	0
638	18 times in the last 20 years It 's time for the next generation to fight back to regain our country ..... the baby boomers will lose it for us if we do nothing .	1
639	I have an awesome tattooist in the burbs of Chicago ...	0
640	14/88	0
641	( And to all you hudeksem , you know I 'm pulling your dicks ... )	0
642	At the end of the day news such as this is what truly counts - not the ignorant and twisted opinions of street punks .	0
643	See the new thread @ https : //www.stormfront.org/forum/t989503/	0
644	Many thanks for the suggestions and pictures .	0
645	There are no plans for any new sub-forums on SF Europe .	0
646	And for those who would like to participate in a thread that 's a spin off of this one , here 's the link : https : //www.stormfront.org/forum/t204965/	0
647	I was just about to say the same as Draiodoir .	0
648	Rule Britannia .	0
649	Until we have a dedicated cable television station , there 's always the opportunity to use the free cable access airwaves as per this thread : Make a Cable Access TV Program !	0
650	You should always check things like that out before taking it as the truth .	0
651	And it 's not my fault the BNP is run by a gangster .	0
652	Gun Law Information Experts	0
653	How about matchbooks ?	0
654	Fags are a big problem , they are recruiting our kids , in the schools that we pay for .	1
655	Here ´ s some ideas for you , https : //www.stormfront.org/forum/show ... = 298321 & page = 3	0
656	God bless in either case	0
657	Tereasa	0
658	Spread the link everywhere in public and in internet !	0
659	No, I call it hypocrisy and it goes against what you and your peers preach .	0
660	Worker: Thank you , I took a note of all that information and will use it to the best of my ability .	0
661	I 'm 16yrs old and the only person in my family who seems to believe in preservation of our race .	0
662	Lots Of Beer And Food !!!	0
663	My mother has dark  hair and striking green eyes .	0
664	Sexual assault suspect caught on cellphone video - YouTube Rape Suspect Caught On Cellphone Video Arrested - News Story - KTVU San Francisco Dion McDaniel 's mugshot	0
665	No white person should ever be compared to a  and other useless races .	1
666	What does it mean when you have blue eyes with a slight ring of  around the pupil ?	0
667	Is so readily happy to `` welcome '' .	0
668	im a 21 year old white woman , mother of one 2 year old boy. i have been looking for others like me in oregon for quite some time now and have ony found a few .	0
669	If so , why ?	0
670	Good going libtards , you ruined Rhodesia .	1
671	Yep!	0
672	A citizen will have the right to bear arms and encouraged to exercise it .	0
673	A Glorious Future for us Europids , is now ushered : Kritayuga : The Golden Dawn .	0
674	Thank goodness you 're there to pick up the slack .	0
675	Now spitting is n't very ladylike , but it 's pretty funny , it gets the point across in all languages and they are left behind while you go away safely .	0
676	It really would n't surprise me if 3 years marked a big change in attitudes as well as demographics	0
677	I do n't even watch TV anymore , the constant anti-White bias just made it completely not worth my while .	0
678	No white person should send a single penny or lift a single finger to help them .	1
679	My friend Mar with nice blue-eyed cat .	0
680	Do not show your email adress publicly on the forums .	0
681	Has anyone else heard this .	0
682	And that small group , properly radicalized , is the target audience of our propaganda efforts and shall be the nucleus of the new order of the ages	0
683	Mr A was correct again .	0
684	Anyone want to send us photos of activism ?	0
685	Its a shame really , but watch out for those people because one day they 'll turn round and tell their gun carrying  friends that you hate them because they 'll  .	0
686	Its a disgrace my sister has been on the waiting list for 6 years and their giving away houses to these scumbags	1
687	Plans are on youtube .	0
688	These ' people ' are just scum .	1
689	Maybe try a badger instead ?	0
690	So happy you remind me this I have a little altar portraying a bronze buste of Beethoven on my bedside table along with one of Wagner ( he was Beethovenian fan too )	0
691	Oildale,Ca.While.this.little.town.borders.Bakersfi eld , it.offers.very.low.housing.costs , while.providi ng.many.jobs.in.the.oil.drilling.fields.i.e.weldin g & support , .mostly.White.Racial.make-up ( 90 % ? ) .Until.we.had.moved.here.from.Huntington.B each.6.monthes.ago , I.had.never.heard.of `` PLE '' .Our.i ntent.moving.here.from.So.Cal.was.very.similar.to.	0
692	And then follow up by saying `` New Speak '' is not `` Our Speak ' and watch the teacher fumble with that ball .	0
693	This figure is taken from quickresponse which is an organisation in Sweden who 's task is to watch rascist organisations in Sweden	0
694	Another bus attack , also in Seattle ( click on link to access video ) : Local News | Seattle bus video shows attack on passenger ; suspect has 50 arrests | Seattle Times Newspaper	0
695	This is the same race that thinks raping babies cures AIDS .	1
696	Hey you youngsters , check out the web site dedicated to Skinhead rock and roll .	0
697	Good luck .	0
698	i was a bmxer for a while until it got stolen by SOMEONE ... but i turned my attention to mountain bikes ... i like em you can actualy go places not just do stupid dog tricks	0
699	The 1st time s were even talked about in the Bible was in I Kings and they are at war tring to kill God 's people ( the Hebrews ) .	0
700	Janet Yellen - Wikipedia , the free encyclopedia	0
701	The guy giving the beating could very possibly be a Hispanic , I would have to see a much clearer video before I 'd give him the honor of calling him White .	0
702	We need to get ahold of everyone and plan something this weekend .	0
703	Its about time we started fighting back against the constant harassment we receive .	0
704	Organize and take action. you have other whites around you , bring them together .	0
705	I must fall under the Alpine grouping as well .	0
706	So it 's not enough Professor Ratajczak 's life was destroyed when he was fired , some filthy desert rat from Israel still had to go kill him ?	1
707	I think it 's time for some old west justice ... like takin ' these two sombitches out and ..... well , I think you get my point .....	1
708	If you are not registered I think that maybe you will not be able to see this .	0
709	Only Mr. Smith had no prior criminal record .	0
710	Besides who would even bother to help them ?	1
711	It just goes to show that the IRA are just criminals and not freedom fighters as they claim .	1
712	What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we English interpret this without sounding rude ??? , locust ??? , parasite ??? , you tell me .	1
713	If I had one it would 've probably made the list .	0
714	yea i thought so when i saw a episode they had a klanmen on there and he was calling jerry a * * * * ing  lol	0
715	I would like to have a look round too Planning it for later this year Just a look round Looks like a beautiful country from the air ( google )	0
716	Or maybe they didnt because your friend took action and thats a good thing we should all take action .	0
717	Also shoot a Lyman Great Plains .54 , patched lead round ball over bulk FFg , fired by a #11 cap .	0
718	Mixed martial arts is generally considered mixing Western and Asian arts together .	0
719	Thanks .	0
720	Check out the small northern Ontario Towns , Holtyre , Ramore , King Kirkland , Englehart ,  River ... saw one nonwhite in 5 years ( not counting the occasional native ) .	0
721	When is someone going to stand up for the laws on Executive Orders ?	0
722	Send me a PM if you 're going .	0
723	Prior military experience desired , 21 years of age or more required .	0
724	Have the mods refused it ?	0
725	Too many whites think they deserve what negroes dish out because of guilt .	0
726	Agreed.	0
727	some times Whites are forced to live around a lot of  .	1
728	I want to go back to law school .	0
729	It was no accident .	0
730	Hello!	0
731	If you 're White you 're instantly a racist no matter what you do or say .	0
732	Hi, I am 26yo from Glendale AZ .	0
733	I have a subway nearby and eat there occasionally .	0
734	I gave out handfuls of good chocolate candy and the kids were happy .	0
735	http://tlt.its.psu.edu/suggestions/ ... entsHandout.pdf or . . .	0
736	YouTube - In the foggy dew YouTube - BraveHeart Music Video YouTube - Visit Scotland TV Advertisement - Winter Not sure about the message in the last one but at least it shows we 're a white country !	0
737	Tamir Hamilton , sadistic rapist/murder .	0
738	That's either a White guy who 's been exposed to a nuclear fallout or a  guy ( how many  do you see at Tour de France ?	0
739	There have been times when I have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them .	1
740	It is an extremely cruel act against the poor Vodka-bottle forcing it to spend it 's time forever close to a  .	1
741	Many nazis just sit on their asses , drink beer and watch TV .	0
742	It offers certificates of completion for many courses .	0
743	Thanks.	0
744	i didnt try it yet but i guess i should check it out ; thankx i hope that link gave whoever needed it some info on whatever she ( i dont remember her name , sorry ) needed later	0
745	I have no use for the NBA or any self important  celebrities .	0
746	B.S., there would not be a race war because of Whites going out and shooting up non-White neighborhoods ; it is already open season on White Americans and White Europeans and White Australians and White Canadians .	0
747	Meh..	0
748	If we give them a good hold on our land , then it will be hard to stop them .	0
749	That is correct , White men with guns built America , and it will likely take White men with guns to take it back .	0
750	so you are trying to make us look bad ? just because there are a few bad apples in a tree doesnt mean the whole tree is bad !	0
751	I do n't look down on these degrees as much as I used to .	0
752	2 ) Full tank of gas 3 ) watch riot on TV from 5 star Hotel 100 miles away .	0
753	The Norwegian government should print several million copies of this book and distribute it free of charge to every adult Norwegian .	0
754	They receive housing and welfare at the taxpayer 's expense while breeding like cockroaches .	1
755	Booklet updated on Dec. 9th , 2013 .	0
756	After watching television I can spot a  like that .	0
757	Why would any white European in his or her right white mind want to move to a country that imports hundreds of thousands of nonwhites every year ?	0
758	I 'm surprised that on national television they let to be broadcast such a politically incorrect video .	0
759	- YouTube Angry large  woman goes ham on angry young  men - YouTube white man cokes  man and than throws  man off and beat him up .	0
760	they sure did and the irony of it all is they said they were doing it to prevent theft by criminals. in my books the act of theft is what would make you a criminal	0
761	That's easily solved .	0
762	I actually celebrate  History Month .	0
763	Rüütel , which is here [ in Iceland ] on a public visit with his wife , Indgrid Rüütel , said furthermore tat alot of fear had been of Soviets using military force after their decloration of independance .	0
764	I now have a wife and kids and I would n't have it any other way .	0
765	Every word , the truth .	0
766	TY!	0
767	Please try to behave , all of you naughty children .	0
768	I do n't watch any movie that is made for  or has a  in the lead roll and I ca n't find humor in the  race with all of the crime they comit against the white man , to hell with them .	1
769	Sad but true .	0
770	Looks like Dennys is on my s * it list now .	0
771	Thank you , C _ R.	0
772	I remembered a really good one : Muenster , TX. - 95.7 % White - Zero negroids Muenster , Texas ( TX 76252 ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news This town figured out a name that would keep the  from moving in ; Cut and Shoot , Texas : 85.8 % White , Zero Negros .	0
773	Is it Hansel and Gretel , where the clever young German kids throw the evil old witch into her own oven and cook her ?	0
774	The innocence is gone .	0
775	For example , almost all the 12 year olds last year dressed up a `` Wiggers '' , `` Whores '' , or `` Pimps '' for Halloween !	0
776	Yup .	0
777	Migrants living in fear after racist bomb attack on Poles - Northern Ireland , Local & National - Belfasttelegraph.co.uk They 're threatening to leave , we 're doomed !!!	1
778	Well all of us Chicago based people should get together then and toast this disgustingly loving soon to be couple with a round of good brew .	0
779	Ironic that they would consider those from Iceland as Germanic when people from Iceland have a 50 % blood link with Ireland due to the Viking slave trade .	0
780	Oh that 's just great .	0
781	Please , Ireland , do n't replicate the demographics of London in th Emerald Isle .	0
782	I have tried more than 10 and none of them are accepting loans .	0
783	Maybe H & K was impressed by his rap video ?	0
784	mate could you imagine the look on a pack of groids faces when you come screaming around a corner on one of those guns a' blazin .	0
785	We are not a criminal organization and there is no place for criminals in the klan .	0
786	This fight isnt over yet .	0
787	Read more : Charges in deadly wreck that killed 5 motorcyclists - LancasterOnline.com News Crash takes injured woman 's fiancé , mom - LancasterOnline.com News	0
788	Please comment .	0
789	When I am around young people and rap music or negro culture comes up I make gestures implying the savagery of  .	1
790	The attacks are coming from wankers who live in England maybe even born here and have little or no English ancestry and call themselves British .	1
791	I do n't think so .	0
792	I'll ask you cuz you 're the fanboy I mean ' expert ' ...	0
793	A small trace amounts of non white blood a few generations back can be removed naturally by generational mixing of more white blood into the lifeline of a family who 's great great so on on and so forth engaged in one incident of miscegenation .	0
794	Hitler was about as ish as a Negro is a Chinaman .	0
795	Of course , I 'll get together a band , and we 'll throw nice patriotic parties .	0
796	And I would add to that one of the distinctive features of malls are the food courts where we can witness Americans and their eating disorders on display .	0
797	I live in a suburban area with an old spring fed lake that always has water in it .	0
798	Now isn t that stylish Nothing says Sick in the head like chaining yourself to a crack heads baby .	0
799	The word problems that used to motivate the teaching of high school and college algebra ( simple , simultaneous , and quadratic equations ) disappeared from the syllabus decades ago .	0
800	A B.A. is virtually useless .	0
801	I thought I 'd add some of my babies to the thread The iguana is a recent rescue from someone who could n't care for her .	0
802	We do import more food than we export .	0
803	Looks like quite a few of them picked up a lot of Aryan genes .	0
804	Deliberately trying to eliminate an identifiable group is an attempt to commit geNOcide under the Law of Common Sense .	0
805	It 's not very Irish to talk behind backs , Ted .	0
806	I do n't know how true this is , but I 've heard to pick number two for french because they speak better english than picking one for english and getting who knows what pretending to speak English	0
807	That is how we get happy country .	0
808	This is the previous edition of that textbook `` Making Europe '' Amazon.com : Making Europe : People , Politics , and Culture since 1300 ( 9780618004829 ) : Frank L. Kidner , Maria Bucur , Ralph Mathisen , Sally McKee , Theodore R. Weeks : Books Amazon.com : Making Europe : People , Politics , and Culture since 1300 ( 9780618004829 ) : Frank L. Kidner , Maria Bucur , Ralph Mathisen , Sally McKee , Theodore R. Weeks : Books when you click on the picture to `` Look Inside '' the negro pops up .	0
809	Just watch them at North America and they like all  sport players and their `` slang '' .	1
810	God Bless	0
811	Not just that , but many people who adopt kids are capable of making their own pure white children .	0
812	With that many groups under the same AO , I wonder how much toe stepping is going to occur ... hope none of our own people get hurt .	0
813	i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30C or - 50F that they uuuu will never be able to play agane and will fly to africa after first tranning 2508	1
814	It 's common in the schools here !	0
815	How dare you give us evidence of crimes on tape !	0
816	It was written for schoolchildren about 100 years ago , but I like it .	0
817	These are the Indians that I know .	0
818	A primate was the fist to invent a stick in Africa , a  just stole it from him .	1
819	WEKU	0
820	Manslaughter?	0
821	Thank you for posting this .	0
822	This should n't surprise anyone .	0
823	This is the latest anti-white attack by a ' groid .	0
824	Damn, if I had known about this earlier I would have attended .	0
825	I 've found it to be a huge help in my survivalism/prepping work .	0
826	Hilarious !!!	0
827	It 's 93 right now here , but 81 there .	0
828	Ever noticed how they always say that about the Romans or Greek armies ... No one says ' ' oh I wonder how many non Whites were on the Goth or Gaul armies ' ' .	0
829	One the Chinese get there teeth into a country that s it they take over .	1
830	2508	0
831	I listen to a lot of metal so , yeah , we call this `` clean '' lol !	0
832	They are in point of fact perpetrating mass murder and the MSM suppresses any and all news on a national level .	0
833	Last night all the Suckers we passed out to the wonderful little white children had a small banner attached to the stick saying `` White pride '' .	0
834	HPD immediately responded with a few officers , but were confused as to what they should do about this .	0
835	Agreed.	0
836	Crippin nigga .	1
837	We all have unique abilities and knowledge , can you imagine if we got together and each of us put together a class for all the children in our specialized field ?	0
838	But she went on and on about how great koreans are under the guise of japanese name .	0
839	well here we have it a white european team against a latin american team. we have done so well so far. that a white team has come this far is being considered as incredible by some. but since the next games are in germany2006 would n't it be wonderful if a northern european team won this !!! already i have read about german superiority rascist remarks. pamela leighas pallessen-scherehart	0
840	These feral negroes stalk white women , rape and kill and , no one seems willing to stop them .	1
841	I know of Chris Rock and subsequently have hated him for a long time .	0
842	The Prime of Miss Jean Brodie Trailer - YouTube	0
843	Whites in Canada need to wake up and start realizing they are slowly losing their rights .	0
844	Lots of free goodies for all the new SF babies !	0
845	Ok I 'll do that when I get back from picking him up from school .	0
846	To be honest , it is long overdue .	0
847	Do you know how long it takes to get the membership card and whatnot ?	0
848	Share and prepare !	0
849	i have always wanted to be a cop and will become one its only the bad anti skinhead cops that piss me off.I think being a cop is one of the best WN jobs in the fact that your cleaning up the streets	0
850	Congratulations on your decision , 88WhiteTiger88 .	0
851	What the white girls do apparently is either walk quickly away or whip out their cell phone and pretend-talk into it .	0
852	The company I work for is in need of qualified help .	0
853	When i finish i plan on going to college not sure what career i want at the moment .	0
854	i want to meet a single girl in alberta that has the same ideas as me , and wants to meet a 26 y old guy.if your out there let me know .	0
855	Every time I 've ever taken this test I got roughly around the same spot .	0
856	Nearly everyone has better high speed rail that we do .	0
857	When the phosphor hits the skin it starts to burn going deeper and deeper into the flesh .	0
858	Hispanics ,  and Asians are all doing it .	1
859	I would like to knock a lot of people 's heads together but I only have two hands !!!	0
860	It appears that if you are white in South Africa and you are about to be arrested , your fate is far worse than death .	0
861	It is a noble idea but I would rather stay here in mostly white Missouri then move to 35 %  South Carolina .	0
862	Whenever I went anywhere little kids would come up to me and ask if I was Hitler .	0
863	Relatively new band from Finland and all lyrics in suomi .	0
864	I already have most of the above .	0
865	We knew that these structures were built by sub-saharan  in the same way we knew that the civilization Greek and Romanian built by white Europeans .	0
866	It is disgraceful to treat a sick lady like they are doing .	0
867	I went there as a kid and it was great .	0
868	If a person can find a way to create their own business , they could easily pull it off .	0
869	I actually have to take some law classes for my degree , What 's cited is that it 's impossible to treat all people equally because of their behavior .	0
870	Welcome to Stormfront and please do n't sell your chances short !	0
871	Careful man , People on SF do n't like Asians bashing .	0
872	Does You do n't know anything about that person except what they themselves have chosen to tell sound familiar ?	0
873	This is a picture of Christian Albanian people they do n't look White they look like something from the Caucasus I know my Dad dated a Christian Albanian at one point she was light  ( I do n't just mean a tan she was literally light  ) she had coal  hair and a massive nose .	0
874	They will continue to be a source of cheap labor if they do n't find a sense of pride and use their labor to strengthen their own nations .	0
875	Discuss.	0
876	Some months later I heard he got caught getting 4 dole payments a week pretending to be 4 different people !	0
877	By the way , if the person you 're speaking to is claiming that  are held back it 's their duty to prove their claim , not your duty to disprove it .	0
878	I just asked on another related board if anyone had seen the at home alarm system commercial where the White guy breaks into a house and a Negro takes the alarm call and calls the cops ?	0
879	Like said definitely learn how to use it properly because even practicing it you can injure your neck if you do it wrong .	0
880	A powerful gang member who may not rape , may sell a new prisoner to someone that does .	0
881	I just want to add that no matter what a person 's class or character I will always give a white person the benefit of `` coming right '' before I reject them as `` wiggers '' or `` white trash ''	0
882	Roger Waters & Eddie Vedder - Comfortably Numb - 12-12-12 Sandy Relief Concert at MSG - YouTube	0
883	Buster	0
884	[ First in the world ] We were not afraid to stand up against Soviet terror , to this I take great pride as you all see The larger article in itself you may find here : http://www.mbl.is/mm/frettir/innlent ... ml ? nid = 1083256	0
885	I' v checked them out but could n't find much but apparently they have presence in Britain .	0
886	No, I hope the negro is not all right , ever .	1
887	Well we wo n't stand for that no more !	0
888	I have never had a visa or left the continental USA	0
889	It's funny to see a guy make fun of us and call us dumb rednecks when he spells on a 5th grade level .	0
890	When are we going to stand up and say this has got to stop , that is the most ridiculous thing I have ever heard .	0
891	-------------------------------------------------------------------------------- Ebonics ...	0
892	Hahahhah the amount of whites in my town has gone up and all other minorities have gone down !	0
893	Cheers brothers Russia & Serbia 4ever !!	0
894	I 've seen it happen so many times. : explode	0
895	Looks pretty cool .	0
896	Vancouver ?	0
897	Don't know if any of this is obsolete but it 's a start ...	0
898	They should be tried for being accessories to murder !!!!!!!!!!!!	0
899	It may be on a small and local scale but I contribute every day .	0
900	If you follow the cycle of water , what we drink has already been down the toilet a few times , so it 's nothing new .	0
901	Might I suggest this documentary series for getting rid of europhobic tendencies ?	0
902	what sense does it make to have hispanics securing the border. were do you think their loyalties are. with native americans. so let 's support motivated wn s with a good record in becoming border patrol agents .	0
903	Nothing so beautiful in the whole world in fact .	0
904	Back to where ya came from !	1
905	Disagree.	0
906	CGG, you and I have many of the same tastes .	0
907	You mean half Slavic ( R1a ) and half Illyrian-Celtic ( I2a2 + R1b ) , with Germanic influx ( I1 ) .	0
908	if you have enough money for high speed internet to download it you can probably afford the book ! you have your priorities mixed up if you have high speed internet which you 'd need to d/l it but cant feed your kids , lol .	0
909	Typical .	0
910	This is the main logo when you sign on to their website	0
911	Your right but i would say if nothing is done fast in 5 years Irish people are doomed .	0
912	Made to Dream - YouTube `` Vocalise '' Jackie Evancho â Vocalise [ Official Audio ] HD 2015 - YouTube	0
913	I've taken a few dance classes at various times and enjoy it .	0
914	1330 WFIN News with Tom Sheldon and Scott Jennings - Findlay Ohio	0
915	I'm so ugly when I first get up in the morning that I have a face that only a mother could love .	0
916	Nevertheless , Regency and Victorian era reports abound of dogs who wasted away at their master s graves , cats who refused to eat or drink upon the death of their mistress , and even a pet monkey who committed suicide .	0
917	I just tried to get on the site and it stated Account has been suspended .	0
918	It's from mid day Saturday untill the sunday morning but on the Sunday morning if enough want to stay on for the day we 'll see about putting on some ballads & holding a few extra events through the day .	0
919	Have you ever heard about death mask of Franco ?	0
920	They are scum , they are traitors .	1
921	-On-White Crime Blog :  Commit All Crime at University of Minnesota , Organized ness Shouts ' Pattern Recognition ' the Real Crime	0
922	Just like Rony Jason ...	0
923	http://www.unitedcountry.com/search0 ... 7970 & AU = N & FT = P	0
924	Tell that scumbag teacher if the s in Israel should become a miniority or be taken over by arabs .	0
925	We are more concerned about ZOG controlling US and Russia .	1
926	The French and Russians should speak their own native languages , but French and Russian schoolchildren should learn German at school instead of English .	0
927	Hey momofsix .. to have six kids is a great gift that you have given our race and for that i thank you they are lucky to have such awesome parents as you two	0
928	Biological Europeans are the descendants of Neanderthals mixed with the humans seen today .	0
929	I'm a cowboy , some what .	0
930	I ca n't wait till the news starts promoting racial integration with the negro Too unsuspecting whites who do n't know she is not a white	0
931	Some of us are buying up houses and lots in a small town in ND and we own a decent percentage of it .	0
932	http://www.krepublishers.com/02-Jour ... sey-K-Text.PDF `` Molecular genetic methods supported our observations , that there is a relatively small difference between the Hungarian and Indian groups , the Central - Europeans differ more '' .	0
933	Discussing a past historical event does n't `` preserve '' anything ....	0
934	No uniforms .	0
935	Very good school with alot of whites , very few hispanics and very few  but many asians .	0
936	As of 2009 11,943 people 92.9 % White 4.7 % Hispanic .9 % Mixed .7 % Asian .4 %  .3 % American Indian .04 % Other race alone Median income is $ 66,115 .	0
937	Sry I didnt respond sooner but right now im using free aol accounts	0
938	You should have just put the money on the counter and walked out with your drink .	0
939	Yes but most are not even  or tanned .	0
940	This flier makes it easier for everyone to get behind our troops , by moving them out of Iraq , and to a location where they will be performing according to the U.S. Constitution .	0
941	I was just about to post a similar thread .	0
942	No one is here to try to convert anyone .	0
943	Arthur Kemp over exaggerates their role in almost every civilization .	0
944	i have been using Firefox for about 6 months now. ive never looked back , IE is so slow when compared to FF	0
945	It will be Iran war this time .	0
946	She would let the kids come over and play with her dog or watch cartoons and she gave them them her old toys .	0
947	Moby Extreme Ways ( The Bourne Clip ) - YouTube	0
948	Now sit back down by the radio with your mug of tea and wait for your favourite BBC radio shows to come on and forget all about the truth .	0
949	This is the animal who raped and murdered the six year old white child above .	0
950	I do n't know if the person that said that ever leaves the house , but all I ever see are  guys and s everywhere .	1
951	I hope one day to proudly say again that I am an American , when we take this country back .	0
952	Way to go !	0
953	According to the ICSC , about 150,000 stores are anticipated to shut down in 2009 , which adds to the 150,000 that closed in 2008 and 135,000 in 2007 .	0
954	So check your pm .	0
955	Guys can you please tell me one thing What are good homeschooling programs with fast enrollment , free and for kids ? waiting for your reply	0
956	France has been gone for a long time , we will have to retake it later because there will be no French people in not too long .	1
957	This is also a great place for news that you wo n't find anywhere else ; heartbreaking as it may be .	0
958	When I watch things like this I pray God will have vengeance on these sub humans even if they have asked for forgiveness .	1
959	Teach him to be proud of his white heritage and let him know that acting like a wigger is demoralising him ...	0
960	One time she came in crying telling me that pavement ape `` hit me in the tummy '' .	1
961	She has more courage than the whole German nation put together .	0
962	Dance music .	0
